date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:10:43	82359/82359	UR-MCZ	200	added ('OK')	text/javascript	etag:W/%22a71eed58100d1c9b16425b56707ae75d%22	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/e-a-GWp0eFmXPpUGJgGbKpUqJ6D1F0o5-Ju5CHoWSws.WPUM3MPJ.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/e-a-GWp0eFmXPpUGJgGbKpUqJ6D1F0o5-Ju5CHoWSws.WPUM3MPJ.mjs	(from https://global-colors-014852.framer.app/services)
22:10:46	56407/56407	UR-MCZ	200	added ('OK')	text/javascript	etag:W/%22f19b58e281869672354d01a9cd1f0360%22	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/FkCIHapChvQhpiKYIYZO6GBKqkcpo3iVI8d1SnkxIUk.ZHX7RZ3X.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/FkCIHapChvQhpiKYIYZO6GBKqkcpo3iVI8d1SnkxIUk.ZHX7RZ3X.mjs	(from https://global-colors-014852.framer.app/contact)
22:11:08	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2011%20Dec%202024%2018:10:21%20GMT	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-RIUMFBNJ.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-RIUMFBNJ.mjs	(from https://global-colors-014852.framer.app/)
22:11:10	6978/6978	UR-MCZ	200	added ('OK')	text/javascript	etag:W/%226c4f3891beda0c23c28b9ce290c51cc1%22	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-CUFYNL2U.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-CUFYNL2U.mjs	(from https://global-colors-014852.framer.app/)
22:11:27	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2011%20Dec%202024%2018:10:39%20GMT	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-YSSBVHL6.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-YSSBVHL6.mjs	(from https://global-colors-014852.framer.app/projects)
22:11:30	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2011%20Dec%202024%2018:10:42%20GMT	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-YS5XYHQP.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-YS5XYHQP.mjs	(from https://global-colors-014852.framer.app/services)
22:11:31	34791/34791	UR-MCZ	200	added ('OK')	text/javascript	etag:W/%22b36c8ed25ac8a153aed40d6a926158f6%22	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/Lzrl6TPtpQ346gwY2WZVrMtD8lIWAXkci6IOY-TP7w4.T2XCGX6T.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/Lzrl6TPtpQ346gwY2WZVrMtD8lIWAXkci6IOY-TP7w4.T2XCGX6T.mjs	(from https://global-colors-014852.framer.app/project_details/aspire-weeb)
22:11:35	253228/253228	UR-MC-	200	added ('OK')	image/png	etag:%22a7f81bac742119242f23fcd028e0fce5%22	https://framerusercontent.com/images/yaTg93Sj4IVZNxefJbsrl61jx4.png	/Users/mheravagyan/websites/portfolio/framerusercontent.com/images/yaTg93Sj4IVZNxefJbsrl61jx4.png	(from https://global-colors-014852.framer.app/project_details/1st-beauty)
22:11:35	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2011%20Dec%202024%2018:10:47%20GMT	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-TCEW44DP.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-TCEW44DP.mjs	(from https://global-colors-014852.framer.app/contact)
22:11:38	142226/142226	UR-MC-	200	added ('OK')	image/png	etag:%2210bf4607f40c6dba6d9a2dd2c6d0ddb3%22	https://framerusercontent.com/images/jTKC5XQyMSFYdzkFKTcSh2lgW74.png	/Users/mheravagyan/websites/portfolio/framerusercontent.com/images/jTKC5XQyMSFYdzkFKTcSh2lgW74.png	(from https://global-colors-014852.framer.app/project_details/1st-beauty)
22:11:38	114744/114744	UR-MC-	200	added ('OK')	image/png	etag:%22e2e92cd303c17b0295b4747116454bf5%22	https://framerusercontent.com/images/rriw1YpJ1QXcHCPiTQlww5NIS7M.png	/Users/mheravagyan/websites/portfolio/framerusercontent.com/images/rriw1YpJ1QXcHCPiTQlww5NIS7M.png	(from https://global-colors-014852.framer.app/project_details/leadburn)
22:11:39	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2011%20Dec%202024%2018:11:11%20GMT	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-QCIYL3EG.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-QCIYL3EG.mjs	(from https://global-colors-014852.framer.app/)
22:11:40	447/447	---M--	200	added ('OK')	text/javascript	etag:%2230ed32fa3444df726bb60d89113cf478%22	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-RIUMFBNJ.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-RIUMFBNJ.mjs	(from https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-RIUMFBNJ.mjs)
22:11:40	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2011%20Dec%202024%2018:11:31%20GMT	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-Z6EJX32G.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-Z6EJX32G.mjs	(from https://global-colors-014852.framer.app/project_details/aspire-weeb)
22:11:40	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2011%20Dec%202024%2018:11:40%20GMT	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-42U43NKG.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-42U43NKG.mjs	(from https://global-colors-014852.framer.app/)
22:11:41	44/44	---M--	200	added ('OK')	text/javascript	etag:%22f5fe0cab78140e0e5aa29f68ce8c2888%22	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-42U43NKG.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-42U43NKG.mjs	(from https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-42U43NKG.mjs)
22:11:46	366589/-1	---M--	200	added ('OK')	text/html	etag:%22455d322f50999a73f163b13e31b82606%22	https://global-colors-014852.framer.app/projects	/Users/mheravagyan/websites/portfolio/global-colors-014852.framer.app/projects.html	(from https://global-colors-014852.framer.app/)
22:11:46	724/724	---M--	200	added ('OK')	text/javascript	etag:%223afd1c5d111e55e99c602ad0aa0b9c21%22	https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-QCIYL3EG.mjs	/Users/mheravagyan/websites/portfolio/framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-QCIYL3EG.mjs	(from https://framerusercontent.com/sites/1mTe6BoeD3s0uuNFyPlhFo/chunk-QCIYL3EG.mjs)
22:11:48	314049/-1	---M--	200	added ('OK')	text/html	etag:%2201e0f82b40e8e3de5ae34dc79f84e615%22	https://global-colors-014852.framer.app/project_details/aspire-weeb	/Users/mheravagyan/websites/portfolio/global-colors-014852.framer.app/project_details/aspire-weeb.html	(from https://global-colors-014852.framer.app/)
22:11:58	313632/-1	---M--	200	added ('OK')	text/html	etag:%22fb8e4bda4dc7316df7e29d64666f7d9d%22	https://global-colors-014852.framer.app/project_details/kstudio	/Users/mheravagyan/websites/portfolio/global-colors-014852.framer.app/project_details/kstudio.html	(from https://global-colors-014852.framer.app/)
22:11:59	319702/-1	---M--	200	added ('OK')	text/html	etag:%2254808e06295c7085ae2ce81e14b0be77%22	https://global-colors-014852.framer.app/project_details/1st-beauty	/Users/mheravagyan/websites/portfolio/global-colors-014852.framer.app/project_details/1st-beauty.html	(from https://global-colors-014852.framer.app/)
22:12:00	316585/-1	---M--	200	added ('OK')	text/html	etag:%22745fa355c4a59eef72ac61856faa40d1%22	https://global-colors-014852.framer.app/project_details/leadburn	/Users/mheravagyan/websites/portfolio/global-colors-014852.framer.app/project_details/leadburn.html	(from https://global-colors-014852.framer.app/)
22:12:01	313595/-1	---M--	200	added ('OK')	text/html	etag:%22647a3e880604d36962bc8c651629e550%22	https://global-colors-014852.framer.app/project_details/website-for-psychology	/Users/mheravagyan/websites/portfolio/global-colors-014852.framer.app/project_details/website-for-psychology.html	(from https://global-colors-014852.framer.app/)
